Datetime,Global_active_power_sum,Global_active_power_mean,Global_active_power_max,Global_active_power_min,Global_active_power_std,Global_reactive_power_mean,Voltage_mean,Global_intensity_mean,Sub_metering_1,Sub_metering_2,Sub_metering_3,Daily_energy_kWh,Sub_metering_remainder,date,day,day_of_week,day_name,is_weekend,month,month_name,year,quarter,day_of_year,Lag_1_kWh,Lag_7_kWh,Rolling_Mean_7
2007-07-25,472.56,0.32816666666666666,3.946,0.122,0.3774028360060834,0.0751625,235.6410486111111,1.4793055555555554,0.0,151.0,2333.0,7.876,5392.0,2007-07-25,25,2,Wednesday,0,7,Jul,2007,3,206,13.754733333333332,12.618033333333333,15.511340476190478
2007-07-26,924.5,0.6420138888888889,5.476,0.112,0.8574781064686849,0.079925,234.94372222222225,2.8381944444444445,975.0,3633.0,4346.0,15.408333333333333,6454.333333333334,2007-07-26,26,3,Thursday,0,7,Jul,2007,3,207,7.876,11.2981,16.098516666666665
2007-07-27,1202.514,0.8350791666666666,4.608,0.112,0.7977619419572741,0.08365,235.55368055555556,3.6233333333333335,1837.0,49.0,7157.0,20.0419,10998.899999999998,2007-07-27,27,4,Friday,0,7,Jul,2007,3,208,15.408333333333333,18.507033333333332,16.317783333333335
2007-07-28,1621.862,1.1262930555555557,5.802,0.102,1.2274306798723817,0.12411805555555555,235.5072361111111,4.941666666666666,907.0,10265.0,6559.0,27.031033333333333,9300.033333333333,2007-07-28,28,5,Saturday,1,7,Jul,2007,3,209,20.0419,17.6708,17.654959523809527
2007-07-29,321.116,0.2229972222222222,1.298,0.098,0.23404232730881352,0.08234444444444444,235.71203472222223,1.0334722222222223,0.0,0.0,1288.0,5.351933333333333,4063.9333333333334,2007-07-29,29,6,Sunday,1,7,Jul,2007,3,210,27.031033333333333,22.955750000000002,15.140128571428571
2007-07-30,466.816,0.3241777777777778,4.1,0.098,0.3941809626725877,0.08992499999999999,235.5302291666667,1.4672222222222224,0.0,0.0,2528.0,7.780266666666666,5252.266666666666,2007-07-30,30,0,Monday,0,7,Jul,2007,3,211,5.351933333333333,16.51696666666667,13.892028571428572
2007-07-31,812.332,0.5641194444444444,3.848,0.098,0.7306780668842339,0.10124027777777778,234.9148125,2.5025,3277.0,0.0,3575.0,13.538866666666667,6686.866666666667,2007-07-31,31,1,Tuesday,0,7,Jul,2007,3,212,7.780266666666666,13.754733333333332,13.861190476190476
2007-08-01,1084.173,0.7528979166666667,3.71,0.1,0.7391397829887065,0.10052847222222222,234.972,3.278888888888889,1583.0,0.0,9990.5,18.06955,6496.049999999999,2007-08-01,1,2,Wednesday,0,8,Aug,2007,3,213,13.538866666666667,7.876,15.317411904761903
2007-08-02,1019.416,0.7079277777777778,3.596,0.1,0.7012711304438151,0.1006625,234.85659027777777,3.087083333333333,482.0,0.0,6869.0,16.990266666666667,9639.266666666666,2007-08-02,2,3,Thursday,0,8,Aug,2007,3,214,18.06955,15.408333333333333,15.543402380952381
2007-08-03,1063.364,0.7384472222222223,4.548,0.102,0.6532399733740136,0.087075,234.4856041666667,3.2072222222222218,958.0,0.0,9139.0,17.722733333333334,7625.733333333334,2007-08-03,3,4,Friday,0,8,Aug,2007,3,215,16.990266666666667,20.0419,15.212092857142858
2007-08-04,1144.99,0.7951319444444445,3.64,0.098,0.7129272950009005,0.09668472222222223,235.25722222222223,3.4523611111111108,552.0,398.0,7966.0,19.083166666666667,10167.166666666668,2007-08-04,4,5,Saturday,1,8,Aug,2007,3,216,17.722733333333334,27.031033333333333,14.076683333333335
2007-08-05,787.098,0.5465958333333333,4.294,0.1,0.6181888433050186,0.10503749999999999,235.11527083333334,2.4368055555555554,169.0,0.0,6647.0,13.1183,6302.299999999999,2007-08-05,5,6,Sunday,1,8,Aug,2007,3,217,19.083166666666667,5.351933333333333,15.186164285714286
2007-08-06,1089.72,0.75675,5.146,0.102,0.8499917368686365,0.10724583333333333,234.70274305555557,3.3170833333333336,1096.0,0.0,7985.0,18.162,9081.0,2007-08-06,6,0,Monday,0,8,Aug,2007,3,218,13.1183,7.780266666666666,16.669269047619046
2007-08-07,1483.58,1.0302638888888889,4.778,0.098,0.8117641645673718,0.0910986111111111,234.55388194444447,4.425972222222222,437.0,2168.0,9042.0,24.726333333333333,13079.333333333332,2007-08-07,7,1,Tuesday,0,8,Aug,2007,3,219,18.162,13.538866666666667,18.267478571428573
2007-08-08,1125.482,0.7815847222222222,5.702,0.102,0.8685005312625088,0.08270555555555556,234.512375,3.3805555555555555,1055.0,1111.0,9660.0,18.758033333333334,6932.033333333333,2007-08-08,8,2,Wednesday,0,8,Aug,2007,3,220,24.726333333333333,18.06955,18.365833333333335
2007-08-09,1071.68,0.7442222222222222,6.332,0.1,0.9993638702507377,0.07602361111111111,234.21438888888886,3.272361111111111,182.0,4515.0,6646.0,17.861333333333334,6518.333333333336,2007-08-09,9,3,Thursday,0,8,Aug,2007,3,221,18.758033333333334,16.990266666666667,18.49027142857143
2007-08-10,1028.01,0.7138958333333333,5.572,0.102,0.8659477394187526,0.08170555555555556,234.48881250000002,3.1297222222222225,336.0,2651.0,8287.0,17.1335,5859.5,2007-08-10,10,4,Friday,0,8,Aug,2007,3,222,17.861333333333334,17.722733333333334,18.40609523809524
2007-08-11,1091.65,0.7580902777777778,5.602,0.102,0.7897313625042285,0.08039583333333333,234.98018055555556,3.2856944444444443,1180.0,910.0,10339.0,18.194166666666668,5765.166666666668,2007-08-11,11,5,Saturday,1,8,Aug,2007,3,223,17.1335,19.083166666666667,18.279095238095238
2007-08-12,1241.904,0.8624333333333334,7.548,0.102,1.1786148410031752,0.08873333333333333,235.6648541666667,3.742777777777778,1123.0,1156.0,8582.0,20.6984,9837.399999999998,2007-08-12,12,6,Sunday,1,8,Aug,2007,3,224,18.194166666666668,13.1183,19.361966666666667
2007-08-13,1153.012,0.8007027777777778,3.36,0.1,0.6560693114903506,0.09093055555555556,235.21656944444445,3.44875,93.0,476.0,11101.0,19.216866666666665,7546.866666666665,2007-08-13,13,0,Monday,0,8,Aug,2007,3,225,20.6984,18.162,19.512661904761906
2007-08-14,941.1899999999999,0.6536041666666667,5.534,0.102,0.8095337561064918,0.09167361111111111,237.07638888888889,2.8541666666666665,951.0,685.0,6256.0,15.686499999999999,7794.499999999998,2007-08-14,14,1,Tuesday,0,8,Aug,2007,3,226,19.216866666666665,24.726333333333333,18.221257142857144
2007-08-15,1191.86,0.8276805555555555,6.508,0.106,0.8865657225731579,0.11094722222222222,239.99340972222222,3.5420833333333337,338.0,508.0,9787.0,19.86433333333333,9231.333333333332,2007-08-15,15,2,Wednesday,0,8,Aug,2007,3,227,15.686499999999999,18.758033333333334,18.3793
2007-08-16,958.496,0.6656222222222222,4.146,0.104,0.7866436661301891,0.09134166666666667,239.73765972222222,2.843888888888889,962.0,0.0,7476.0,15.974933333333333,7536.9333333333325,2007-08-16,16,3,Thursday,0,8,Aug,2007,3,228,19.86433333333333,17.861333333333334,18.109814285714286
2007-08-17,1009.8919999999999,0.7013138888888888,5.142,0.1,0.9206902032701613,0.0884638888888889,240.4940486111111,2.9815277777777776,244.0,0.0,7769.0,16.831533333333333,8818.533333333333,2007-08-17,17,4,Friday,0,8,Aug,2007,3,229,15.974933333333333,17.1335,18.06667619047619
2007-08-18,347.96,0.24163888888888888,1.384,0.102,0.2814198540887717,0.08280555555555555,241.27963194444445,1.0788888888888888,0.0,0.0,1830.0,5.799333333333333,3969.333333333333,2007-08-18,18,5,Saturday,1,8,Aug,2007,3,230,16.831533333333333,18.194166666666668,16.295985714285713
2007-08-19,1422.294,0.9877041666666667,6.63,0.102,1.3469775472660175,0.11112361111111112,239.9536666666667,4.2619444444444445,1025.0,8912.0,5989.0,23.704900000000002,7778.9000000000015,2007-08-19,19,6,Sunday,1,8,Aug,2007,3,231,5.799333333333333,20.6984,16.725485714285714
2007-08-20,1338.842,0.929751388888889,5.084,0.11,0.9041687511987747,0.10825,241.30069444444445,3.9633333333333334,1032.0,6965.0,7383.0,22.314033333333334,6934.033333333333,2007-08-20,20,0,Monday,0,8,Aug,2007,3,232,23.704900000000002,19.216866666666665,17.167938095238096
2007-08-21,642.556,0.44621944444444445,4.96,0.104,0.5540870313042829,0.10924166666666667,240.57305555555556,1.961111111111111,0.0,38.0,3296.0,10.709266666666668,7375.266666666668,2007-08-21,21,1,Tuesday,0,8,Aug,2007,3,233,22.314033333333334,15.686499999999999,16.456904761904763
2007-08-22,1209.808,0.8401444444444445,5.332,0.108,1.0775951508853616,0.10714444444444446,240.81731944444445,3.57125,3048.0,1836.0,7241.0,20.163466666666668,8038.466666666667,2007-08-22,22,2,Wednesday,0,8,Aug,2007,3,234,10.709266666666668,19.86433333333333,16.499638095238094
2007-08-23,1112.312,0.7724388888888888,5.17,0.106,0.8487898832423282,0.10969027777777779,240.64730555555556,3.330277777777778,2502.0,259.0,5342.0,18.53853333333333,10435.53333333333,2007-08-23,23,3,Thursday,0,8,Aug,2007,3,235,20.163466666666668,15.974933333333333,16.86586666666667
2007-08-24,1656.514,1.1503569444444444,8.694,0.112,1.1767406619545617,0.1825215277777778,240.49481944444443,4.936180555555556,1891.0,3783.5,9944.0,27.608566666666665,11990.066666666666,2007-08-24,24,4,Friday,0,8,Aug,2007,3,236,18.53853333333333,16.831533333333333,18.405442857142855
2007-08-25,1150.88,0.7992222222222223,6.796,0.112,1.0529792225619874,0.18926944444444443,239.8598263888889,3.55375,4149.0,2191.0,5678.0,19.181333333333335,7163.333333333336,2007-08-25,25,5,Saturday,1,8,Aug,2007,3,237,27.608566666666665,5.799333333333333,20.317157142857145
2007-08-26,1314.906,0.9131291666666667,8.166,0.114,1.13626991037568,0.2079083333333333,239.95091666666667,4.012638888888889,1541.0,3645.0,5658.0,21.9151,11071.099999999999,2007-08-26,26,6,Sunday,1,8,Aug,2007,3,238,19.181333333333335,23.704900000000002,20.061471428571426
2007-08-27,1211.73,0.8414791666666667,5.194,0.114,0.9572398259301418,0.20769722222222223,239.92358333333334,3.6912499999999997,2305.0,1229.0,6344.0,20.1955,10317.5,2007-08-27,27,0,Monday,0,8,Aug,2007,3,239,21.9151,22.314033333333334,19.75882380952381
2007-08-28,997.004,0.6923638888888889,4.104,0.108,0.765816708449023,0.12577361111111113,239.54987500000001,2.996111111111111,1038.0,2468.0,5483.0,16.616733333333332,7627.733333333334,2007-08-28,28,1,Tuesday,0,8,Aug,2007,3,240,20.1955,10.709266666666668,20.60274761904762
2007-08-29,747.992,0.5194388888888889,4.292,0.108,0.6455229611823553,0.1218236111111111,240.74499305555554,2.279583333333333,957.0,562.0,4932.0,12.466533333333333,6015.533333333333,2007-08-29,29,2,Wednesday,0,8,Aug,2007,3,241,16.616733333333332,20.163466666666668,19.503185714285713
2007-08-30,1202.458,0.8350402777777778,5.018,0.106,1.0681508840485685,0.13267222222222222,240.57317361111112,3.6043055555555554,3822.0,2580.0,4221.0,20.04096666666667,9417.96666666667,2007-08-30,30,3,Thursday,0,8,Aug,2007,3,242,12.466533333333333,18.53853333333333,19.71781904761905
2007-08-31,1279.822,0.8887652777777777,5.164,0.104,0.8423261352012102,0.1300388888888889,239.98570138888888,3.788472222222222,1200.0,666.0,8738.0,21.330366666666666,10726.366666666665,2007-08-31,31,4,Friday,0,8,Aug,2007,3,243,20.04096666666667,27.608566666666665,18.820933333333333
2007-09-01,1701.486,1.1815875,4.934,0.11,0.9859875599435558,0.20128194444444444,239.35574305555556,5.065416666666667,2497.0,569.0,9733.0,28.3581,15559.099999999999,2007-09-01,1,5,Saturday,1,9,Sep,2007,3,244,21.330366666666666,19.181333333333335,20.131899999999998
2007-09-02,1662.468,1.1544916666666667,5.306,0.098,1.061413544724978,0.16083194444444446,240.04533333333336,5.017222222222222,3613.0,1617.0,8806.0,27.707800000000002,13671.800000000003,2007-09-02,2,6,Sunday,1,9,Sep,2007,3,245,28.3581,21.9151,20.95942857142857
2007-09-03,1038.922,0.7214736111111111,5.002,0.118,0.8427797799357407,0.1308486111111111,239.62034722222222,3.1306944444444444,621.0,2515.0,5323.0,17.315366666666666,8856.366666666665,2007-09-03,3,0,Monday,0,9,Sep,2007,3,246,27.707800000000002,20.1955,20.547980952380954
2007-09-04,1584.944,1.1006555555555555,5.868,0.12,1.0700278516490884,0.12474027777777778,239.65966666666665,4.755972222222223,2928.0,3501.0,9821.0,26.415733333333332,10165.733333333334,2007-09-04,4,1,Tuesday,0,9,Sep,2007,3,247,17.315366666666666,16.616733333333332,21.947838095238094
2007-09-05,1236.572,0.8587305555555554,7.98,0.112,1.0627107168578385,0.10337777777777778,239.1481597222222,3.697638888888889,0.0,4144.0,6705.0,20.60953333333333,9760.533333333333,2007-09-05,5,2,Wednesday,0,9,Sep,2007,3,248,26.415733333333332,12.466533333333333,23.111123809523807
2007-09-06,901.474,0.6260236111111112,5.748,0.11,0.8290386384664726,0.11946250000000001,239.3400486111111,2.752222222222222,0.0,3888.0,3461.0,15.024566666666667,7675.5666666666675,2007-09-06,6,3,Thursday,0,9,Sep,2007,3,249,20.60953333333333,20.04096666666667,22.39449523809524
2007-09-07,1336.496,0.9281222222222223,5.656,0.108,0.9803722550669901,0.12620694444444444,239.0317013888889,4.007222222222222,3632.0,551.0,9388.0,22.274933333333333,8703.933333333334,2007-09-07,7,4,Friday,0,9,Sep,2007,3,250,15.024566666666667,21.330366666666666,22.529433333333333
2007-09-08,1469.752,1.020661111111111,5.896,0.112,1.0314398400233373,0.12939583333333335,239.73044444444446,4.391944444444444,3339.0,1801.0,9164.0,24.495866666666664,10191.866666666665,2007-09-08,8,5,Saturday,1,9,Sep,2007,3,251,22.274933333333333,28.3581,21.977685714285712
2007-09-09,1679.502,1.1663208333333333,5.69,0.122,1.1518418087179474,0.14524444444444443,238.92214583333333,5.054027777777778,2184.0,4438.0,9233.0,27.991699999999998,12136.699999999997,2007-09-09,9,6,Sunday,1,9,Sep,2007,3,252,24.495866666666664,27.707800000000002,22.01824285714286
2007-09-10,1117.376,0.7759555555555555,6.106,0.106,1.0548073862406315,0.1232625,239.3886597222222,3.36375,935.0,595.0,5613.0,18.622933333333332,11479.93333333333,2007-09-10,10,0,Monday,0,9,Sep,2007,3,253,27.991699999999998,17.315366666666666,22.20503809523809
2007-09-11,983.572,0.6830361111111111,4.736,0.106,0.8655976521623223,0.10539166666666668,240.07199305555554,2.9520833333333334,943.0,550.0,5792.0,16.392866666666666,9107.866666666665,2007-09-11,11,1,Tuesday,0,9,Sep,2007,3,254,18.622933333333332,26.415733333333332,20.7732
2007-09-12,1287.764,0.8942805555555555,6.18,0.114,1.0213368307903175,0.1193013888888889,240.01505555555556,3.86,0.0,3217.0,7755.0,21.462733333333333,10490.733333333334,2007-09-12,12,2,Wednesday,0,9,Sep,2007,3,255,16.392866666666666,20.60953333333333,20.895085714285717
2007-09-13,1146.382,0.7960986111111111,6.752,0.106,0.9741282469750617,0.11524861111111111,239.3098333333333,3.4644444444444447,1175.0,2523.0,3853.0,19.106366666666666,11555.366666666665,2007-09-13,13,3,Thursday,0,9,Sep,2007,3,256,21.462733333333333,15.024566666666667,21.478199999999998
2007-09-14,1135.47,0.7885208333333333,5.246,0.118,0.7849083945855707,0.12717083333333334,239.30189583333333,3.444722222222222,901.0,676.0,5804.0,18.924500000000002,11543.500000000004,2007-09-14,14,4,Friday,0,9,Sep,2007,3,257,19.106366666666666,22.274933333333333,20.99956666666667
2007-09-15,1095.312,0.7606333333333333,5.452,0.124,0.7362068620373694,0.1281013888888889,240.00197222222224,3.278194444444445,0.0,1449.0,6464.0,18.2552,10342.199999999997,2007-09-15,15,5,Saturday,1,9,Sep,2007,3,258,18.924500000000002,24.495866666666664,20.10804285714286
2007-09-16,1652.224,1.1473777777777778,6.04,0.11,1.204533706443091,0.13357777777777777,239.56046527777778,4.96625,3118.0,3064.0,9310.0,27.537066666666664,12045.066666666666,2007-09-16,16,6,Sunday,1,9,Sep,2007,3,259,18.2552,27.991699999999998,20.043095238095237
2007-09-17,1461.186,1.0147125,8.11,0.11,1.4728662777913817,0.14049583333333332,239.21479861111112,4.413472222222222,6651.0,926.0,6279.0,24.353099999999998,10497.099999999999,2007-09-17,17,0,Monday,0,9,Sep,2007,3,260,27.537066666666664,18.622933333333332,20.86169047619048
2007-09-18,1167.52,0.8107777777777778,5.242,0.106,0.9704202111983324,0.102175,238.26067361111112,3.5127777777777776,1888.0,2029.0,5425.0,19.458666666666666,10116.666666666664,2007-09-18,18,1,Tuesday,0,9,Sep,2007,3,261,24.353099999999998,16.392866666666666,21.299661904761905
2007-09-19,1298.684,0.9018638888888889,5.992,0.106,0.9632738670606269,0.1054125,240.30520833333333,3.8833333333333333,0.0,2743.0,7937.0,21.64473333333333,10964.73333333333,2007-09-19,19,2,Wednesday,0,9,Sep,2007,3,262,19.458666666666666,21.462733333333333,21.325661904761905
2007-09-20,1255.532,0.8718972222222222,6.148,0.106,0.954170711248739,0.09229722222222221,239.71498611111113,3.720972222222222,1056.0,489.0,9996.0,20.92553333333333,9384.53333333333,2007-09-20,20,3,Thursday,0,9,Sep,2007,3,263,21.64473333333333,19.106366666666666,21.585542857142855
2007-09-21,1238.78,0.8602638888888888,6.406,0.104,1.1299943051884465,0.10613472222222223,239.38146527777778,3.732638888888889,3130.0,2745.0,6316.0,20.646333333333335,8455.333333333336,2007-09-21,21,4,Friday,0,9,Sep,2007,3,264,20.92553333333333,18.924500000000002,21.831519047619047
2007-09-22,1176.172,0.8167861111111111,5.804,0.11,0.7884132489326776,0.12738333333333332,239.48303472222221,3.515138888888889,944.0,1311.0,7688.0,19.602866666666667,9659.866666666669,2007-09-22,22,5,Saturday,1,9,Sep,2007,3,265,20.646333333333335,18.2552,22.024042857142856
2007-09-23,1417.97,0.9847013888888889,5.098,0.112,1.0600778340827461,0.16873194444444445,239.50043055555554,4.28,2831.0,1929.0,7382.0,23.632833333333334,11490.833333333336,2007-09-23,23,6,Sunday,1,9,Sep,2007,3,266,19.602866666666667,27.537066666666664,21.466295238095235
2007-09-24,1354.53,0.9406458333333333,6.81,0.108,1.1755292851860768,0.13723888888888888,238.60060416666667,4.078749999999999,929.0,3935.0,7955.0,22.575499999999998,9756.499999999996,2007-09-24,24,0,Monday,0,9,Sep,2007,3,267,23.632833333333334,24.353099999999998,21.21235238095238
2007-09-25,1764.342,1.2252375,5.85,0.11,1.0846338159879452,0.09033194444444445,238.0996111111111,5.206388888888889,916.0,2253.0,9820.0,29.405700000000003,16416.700000000004,2007-09-25,25,1,Tuesday,0,9,Sep,2007,3,268,22.575499999999998,19.458666666666666,22.633357142857143
2007-09-26,1831.5,1.271875,7.03,0.2,1.2504406877103715,0.11763611111111111,239.41785416666667,5.396944444444444,1058.0,9452.0,5695.0,30.525,14320.0,2007-09-26,26,2,Wednesday,0,9,Sep,2007,3,269,29.405700000000003,21.64473333333333,23.901966666666663
2007-09-27,1392.6,0.9670833333333333,5.786,0.202,1.0127180628946713,0.10465972222222222,239.56705555555556,4.0777777777777775,1066.0,643.0,7324.0,23.209999999999997,14176.999999999996,2007-09-27,27,3,Thursday,0,9,Sep,2007,3,270,30.525,20.92553333333333,24.228319047619046
2007-09-28,1680.498,1.1670125,7.244,0.204,1.1411576141489352,0.15466527777777778,239.46243055555558,4.994166666666667,996.0,3722.0,9952.0,28.008300000000002,13338.300000000003,2007-09-28,28,4,Friday,0,9,Sep,2007,3,271,23.209999999999997,20.646333333333335,25.28002857142857
2007-09-29,2296.522,1.5948069444444444,7.592,0.214,1.424132196492257,0.12647361111111113,239.1401111111111,6.7931944444444445,4085.0,7457.0,8190.0,38.27536666666666,18543.36666666666,2007-09-29,29,5,Saturday,1,9,Sep,2007,3,272,28.008300000000002,19.602866666666667,27.94752857142857
2007-09-30,1516.29,1.0529791666666666,4.17,0.21,0.9125321799327338,0.11360277777777777,240.0647847222222,4.452500000000001,1405.0,582.0,10225.0,25.2715,13059.5,2007-09-30,30,6,Sunday,1,9,Sep,2007,3,273,38.27536666666666,23.632833333333334,28.18162380952381
2007-10-01,1720.922,1.1950847222222223,7.624,0.194,1.1627893274017067,0.10189861111111112,239.23991666666666,5.0737499999999995,1507.0,6622.0,5960.0,28.682033333333333,14593.033333333333,2007-10-01,1,0,Monday,0,10,Oct,2007,4,274,25.2715,22.575499999999998,29.053985714285716
2007-10-02,2198.864,1.526988888888889,6.034,0.2,1.0648819540075634,0.11238055555555555,238.49379166666665,6.474027777777778,508.0,8022.0,12815.0,36.647733333333335,15302.733333333337,2007-10-02,2,1,Tuesday,0,10,Oct,2007,4,275,28.682033333333333,29.405700000000003,30.088561904761907
2007-10-03,1280.454,0.8892041666666667,5.604,0.202,0.9443719026221215,0.10954027777777778,239.26106944444444,3.8,979.0,5024.0,3692.0,21.340899999999998,11645.899999999998,2007-10-03,3,2,Wednesday,0,10,Oct,2007,4,276,36.647733333333335,30.525,28.77654761904762
2007-10-04,1518.458,1.0544847222222222,6.446,0.202,1.022621349797554,0.09614444444444445,239.2050763888889,4.454583333333334,2400.0,444.0,9710.0,25.307633333333335,12753.633333333335,2007-10-04,4,3,Thursday,0,10,Oct,2007,4,277,21.340899999999998,23.209999999999997,29.076209523809524
2007-10-05,1394.092,0.9681194444444445,5.038,0.202,0.7457785292109681,0.10460833333333333,238.8271111111111,4.089722222222222,0.0,351.0,9425.0,23.23486666666667,13458.866666666669,2007-10-05,5,4,Friday,0,10,Oct,2007,4,278,25.307633333333335,28.008300000000002,28.39429047619048
2007-10-06,1756.24,1.2196111111111112,6.252,0.202,1.0344488530707223,0.1293,238.38071527777777,5.167638888888889,4840.0,347.0,9666.0,29.270666666666667,14417.666666666668,2007-10-06,6,5,Saturday,1,10,Oct,2007,4,279,23.23486666666667,38.27536666666666,27.107904761904763
2007-10-07,2106.114,1.4625791666666668,6.16,0.25,1.3513145461965312,0.10637361111111111,238.8262777777778,6.207916666666667,2498.0,8255.0,10886.0,35.1019,13462.900000000001,2007-10-07,7,6,Sunday,1,10,Oct,2007,4,280,29.270666666666667,25.2715,28.51224761904762
2007-10-08,1095.242,0.7605847222222222,5.372,0.22,0.7404225938992944,0.08465,239.09654861111113,3.2311111111111113,0.0,420.0,5082.0,18.254033333333332,12752.033333333333,2007-10-08,8,0,Monday,0,10,Oct,2007,4,281,35.1019,28.682033333333333,27.022533333333335
2007-10-09,1687.858,1.172123611111111,6.796,0.214,1.2140902461431207,0.1109736111111111,238.87914583333333,4.9823611111111115,2034.0,2147.0,9290.0,28.130966666666666,14659.966666666667,2007-10-09,9,1,Tuesday,0,10,Oct,2007,4,282,18.254033333333332,36.647733333333335,25.80585238095238
2007-10-10,1166.972,0.8103972222222222,6.722,0.212,1.0289365313457373,0.09218888888888889,239.4211597222222,3.4886111111111116,1863.0,2117.0,3345.0,19.44953333333333,12124.533333333333,2007-10-10,10,2,Wednesday,0,10,Oct,2007,4,283,28.130966666666666,21.340899999999998,25.535657142857143
2007-10-11,1732.446,1.2030874999999999,6.426,0.214,1.2395066036744087,0.106325,238.4441527777778,5.1090277777777775,2630.0,414.0,7806.0,28.8741,18024.1,2007-10-11,11,3,Thursday,0,10,Oct,2007,4,284,19.44953333333333,25.307633333333335,26.04515238095238
2007-10-12,1914.504,1.3295166666666667,5.688,0.218,1.207250617695572,0.09582222222222223,238.48131250000003,5.667083333333333,1020.0,5028.0,11659.0,31.908399999999997,14201.399999999998,2007-10-12,12,4,Friday,0,10,Oct,2007,4,285,28.8741,23.23486666666667,27.28422857142857
2007-10-13,1926.728,1.3380055555555557,9.036,0.216,1.4678022505798247,0.08694722222222222,238.76540972222222,5.700694444444444,969.0,3799.0,8463.0,32.11213333333333,18881.13333333333,2007-10-13,13,5,Saturday,1,10,Oct,2007,4,286,31.908399999999997,29.270666666666667,27.690152380952377
2007-10-14,2061.252,1.431425,7.884,0.218,1.308193554708536,0.1042013888888889,239.1010347222222,6.078749999999999,2930.0,7494.0,7126.0,34.3542,16804.199999999997,2007-10-14,14,6,Sunday,1,10,Oct,2007,4,287,32.11213333333333,35.1019,27.583338095238094
2007-10-15,1266.33,0.8793958333333333,4.846,0.216,0.8614002750725503,0.08207083333333333,239.29270833333334,3.7219444444444445,1061.0,339.0,7654.0,21.1055,12051.5,2007-10-15,15,0,Monday,0,10,Oct,2007,4,288,34.3542,18.254033333333332,27.990690476190473
2007-10-16,1964.442,1.3641958333333333,7.152,0.21,1.2306313517128609,0.1287597222222222,238.86261805555554,5.823194444444444,0.0,7871.0,9876.0,32.7407,14993.699999999997,2007-10-16,16,1,Tuesday,0,10,Oct,2007,4,289,21.1055,28.130966666666666,28.649223809523807
2007-10-17,1576.93,1.0950902777777778,6.9,0.208,1.0048855432401875,0.09472222222222222,239.19213194444444,4.6369444444444445,1065.0,453.0,8968.0,26.28216666666667,15796.166666666668,2007-10-17,17,2,Wednesday,0,10,Oct,2007,4,290,32.7407,19.44953333333333,29.625314285714285
2007-10-18,1518.53,1.054534722222222,5.78,0.226,0.9824901212049845,0.08506944444444445,239.80028472222222,4.43375,1162.0,317.0,9864.0,25.308833333333332,13965.833333333332,2007-10-18,18,3,Thursday,0,10,Oct,2007,4,291,26.28216666666667,28.8741,29.115990476190472
2007-10-19,2085.648,1.4483666666666668,6.192,0.218,1.1519983514774708,0.08435972222222222,239.65217361111112,6.103194444444445,1299.0,3124.0,11648.0,34.7608,18689.800000000003,2007-10-19,19,4,Friday,0,10,Oct,2007,4,292,25.308833333333332,31.908399999999997,29.52347619047619
2007-10-20,1660.246,1.1529486111111111,5.57,0.22,0.8858980579859674,0.09690555555555556,241.82481944444444,4.814722222222222,2363.0,296.0,13225.0,27.67076666666667,11786.76666666667,2007-10-20,20,5,Saturday,1,10,Oct,2007,4,293,34.7608,32.11213333333333,28.88899523809524
2007-10-21,1941.94,1.3485694444444445,7.44,0.22,1.3882029351639276,0.10696388888888889,241.49074305555555,5.701666666666666,3712.0,4357.0,7313.0,32.36566666666667,16983.666666666668,2007-10-21,21,6,Sunday,1,10,Oct,2007,4,294,27.67076666666667,34.3542,28.604919047619045
2007-10-22,1652.896,1.1478444444444444,5.326,0.216,0.6869434193590211,0.08084027777777777,240.54540277777778,4.805833333333333,0.0,299.0,13027.0,27.548266666666667,14222.266666666666,2007-10-22,22,0,Monday,0,10,Oct,2007,4,295,32.36566666666667,21.1055,29.52531428571429
2007-10-23,1959.692,1.3608972222222222,8.498,0.218,1.3308622264162024,0.08892083333333332,241.23120833333334,5.719166666666667,1067.0,5214.0,10680.0,32.66153333333333,15700.533333333333,2007-10-23,23,1,Tuesday,0,10,Oct,2007,4,296,27.548266666666667,32.7407,29.514004761904765
2007-10-24,1865.636,1.2955805555555555,5.826,0.218,1.2881144880939328,0.10193194444444445,240.80827083333332,5.473194444444444,4459.0,364.0,9115.0,31.093933333333332,17155.93333333333,2007-10-24,24,2,Wednesday,0,10,Oct,2007,4,297,32.66153333333333,26.28216666666667,30.2014
2007-10-25,1853.918,1.2874430555555554,6.544,0.198,1.3131507048634965,0.09180555555555554,240.47263194444446,5.413611111111111,1478.0,2433.0,7385.0,30.898633333333333,19602.63333333333,2007-10-25,25,3,Thursday,0,10,Oct,2007,4,298,31.093933333333332,25.308833333333332,30.99994285714286
2007-10-26,1437.568,0.9983111111111111,5.802,0.386,0.800414290148344,0.07616388888888889,240.68085416666665,4.365833333333334,0.0,348.0,5766.0,23.959466666666668,17845.466666666667,2007-10-26,26,4,Friday,0,10,Oct,2007,4,299,30.898633333333333,34.7608,29.45689523809524
2007-10-27,1785.688,1.2400611111111113,6.678,0.196,1.3734892800375973,0.07582361111111112,240.20120833333334,5.309166666666666,1374.0,4856.0,8949.0,29.761466666666667,14582.466666666667,2007-10-27,27,5,Saturday,1,10,Oct,2007,4,300,23.959466666666668,27.67076666666667,29.75556666666667
